Data Type,HTS Number,Description,2024,
FAS Value,9406,PREFABRICATED BUILDINGS,497097827.00,
FAS Value,9503,TOYS NESOI; SCALE MODELS ETC.; PUZZLES; PARTS AND ACCESSORIES THEREOF,1231456266.00,
FAS Value,9504,"VIDEO GAME CONSOLES AND MACHINES, ARTICLES FOR ARCADE, TABLE OR PARLOR GAMES, INCL PINBALL MACHINES, BILLIARDS ETC; AUTO BOWLING ALLEY EQUIP; PARTS",3068308236.00,
FAS Value,9505,"FESTIVE, CARNIVAL OR OTHER ENTERTAINMENT ARTICLES, INCLUDING MAGIC TRICKS AND PRACTICAL JOKE ARTICLES; PARTS AND ACCESSORIES THEREOF",160514634.00,
FAS Value,9506,ARTICLES AND EQUIPMENT FOR GENERAL PHYSICAL EXERCISE ETC. OR OUTDOOR GAMES NESOI; SWIMMING POOLS AND WADING POOLS; PARTS AND ACCESSORIES THEREOF,2078451510.00,
FAS Value,9507,"FISHING RODS, LINE FISHING TACKLE; NETS (FISH LANDING, BUTTERFLY ETC.); HUNTING DECOY BIRDS ETC.; PARTS AND ACCESSORIES THEREOF",139285875.00,
FAS Value,9508,"MERRY-GO-ROUNDS, BOAT-SWINGS, SHOOTING GALLERIES AND OTHER FAIRGROUND AMUSEMENTS; TRAVELING CIRCUSES, THEATERS, ETC.; PARTS AND ACCESSORIES THEREOF",277979105.00,
FAS Value,9601,"WORKED IVORY, BONE, TORTOISE-SHELL, HORN, CORAL AND OTHER ANIMAL CARVING MATERIAL AND ARTICLES THEREOF (INCLUDING ARTICLES OBTAINED BY MOLDING)",3727640.00,
FAS Value,9602,"WORKED VEGETABLE OR MINERAL CARVING MATERIALS ETC.; MOLDED OR CARVED ARTICLES OF WAX, STEARIN, GUM, RESIN ETC. NESOI; UNHARDENED GELATIN AND ARTICLES",72772594.00,
FAS Value,9603,"BROOMS, BRUSHES, HAND-OPERATED FLOOR SWEEPERS, NOT MOTORIZED, MOPS AND FEATHER DUSTERS; PREPARED KNOTS AND TUFTS; PAINT PADS AND ROLLERS; SQUEEGEES",475420507.00,
FAS Value,9604,HAND SIEVES AND HAND RIDDLES,2946911.00,
FAS Value,9605,"TRAVEL SETS FOR PERSONAL TOILET, SEWING OR SHOE OR CLOTHES CLEANING (OTHER THAN SPECIFIED MANICURE AND PEDICURE SETS)",7005022.00,
FAS Value,9606,"BUTTONS, PRESS-FASTENERS, SNAP-FASTENERS AND PRESS STUDS, BUTTON MOLDS AND OTHER PARTS OF THESE ARTICLES; BUTTON BLANKS",37027805.00,
FAS Value,9607,SLIDE FASTENERS AND PARTS THEREOF,106031643.00,
FAS Value,9608,BALL POINT PENS; SOFT TIPPED PENS AND MARKERS; FOUNTAIN PENS AND OTHER PENS; DUPLICATING STYLOS; MECHANICAL PENCILS; PEN-HOLDERS ETC.; PARTS THEREOF,351455590.00,
FAS Value,9609,"PENCILS (WITH ENCASED LEAD) NESOI, CRAYONS, PENCIL LEADS, PASTELS, DRAWING CHARCOALS, WRITING OR DRAWING CHALKS AND TAILORS' CHALKS",50429727.00,
FAS Value,9610,"SLATES AND BOARDS, WITH WRITING OR DRAWING SURFACES, WHETHER OR NOT FRAMED",15840834.00,
FAS Value,9611,"DATE, SEALING OR NUMBERING STAMPS, ETC. (INCLUDING DEVICES FOR PRINTING, ETC. LABELS) FOR HAND USE; HAND-OPERATED COMPOSING STICKS AND PRINTING SETS",10881775.00,
FAS Value,9612,"TYPEWRITER OR SIMILAR RIBBONS, INKED OR OTHERWISE PREPARED FOR GIVING IMPRESSIONS; INK PADS, INKED OR NOT",85723250.00,
FAS Value,9613,"CIGARETTE LIGHTERS AND OTHER LIGHTERS, WHETHER OR NOT MECHANICAL OR ELECTRICAL, AND PARTS THEREOF OTHER THAN FLINTS AND WICKS",138778244.00,
FAS Value,9614,"SMOKING PIPES (INCLUDING PIPE BOWLS) AND CIGAR OR CIGARETTE HOLDERS, AND PARTS THEREOF",12121412.00,
FAS Value,9615,"COMBS, HAIR-SLIDES AND THE LIKE; HAIRPINS, CURLING PINS, CURLING GRIPS, HAIR-CURLERS AND THE LIKE (EXCLUDING ELECTRICALLY OPERATED), AND PARTS THEREOF",39045725.00,
FAS Value,9616,"SCENT AND SIMILAR TOILET SPRAYERS, AND MOUNTS AND HEADS THEREFOR; POWDER-PUFFS AND PADS FOR THE APPLICATION OF COSMETICS OR TOILET PREPARATIONS",43527411.00,
FAS Value,9617,"VACUUM FLASKS AND OTHER VACUUM VESSELS, COMPLETE WITH CASES; PARTS THEREOF OTHER THAN GLASS INNERS",147775738.00,
FAS Value,9618,TAILORS' DUMMIES AND OTHER MANNEQUINS; AUTOMATONS AND OTHER ANIMATED DISPLAYS FOR SHOP WINDOW DRESSING,10022265.00,
FAS Value,9619,"SANITARY TOWELS (PADS) AND TAMPONS, DIAPERS AND DIAPER LINERS FOR BABIES AND SIMILAR ARTICLES, OF ANY MATERIAL",852941886.00,
FAS Value,9620,"MONOPODS, BIPODS, TRIPODS AND SIMILAR ARTICLES",31916102.00,
FAS Value,9701,"PAINTINGS, DRAWINGS AND PASTELS, EXECUTED BY HAND AS WORKS OF ART; COLLAGES AND SIMILAR DECORATIVE PLAQUES",7587540625.00,
FAS Value,9702,"ORIGINAL ENGRAVINGS, PRINTS AND LITHOGRAPHS, FRAMED OR NOT FRAMED",316835653.00,
FAS Value,9703,"ORIGINAL SCULPTURES AND STATUARY, IN ANY MATERIAL",1539890302.00,
FAS Value,9704,"POSTAGE OR REVENUE STAMPS, STAMP-POSTMARKS, FIRST-DAY COVERS, POSTAL STATIONARY (STAMPED) ETC., USED OR  UNUSED, OTHER THAN THOSE OF HEADING 4907",12358759.00,
FAS Value,9705,"COLLECTIONS AND COLLECTORS' PIECES OF ZOOLOGICAL, BOTANICAL, MINERALOGICAL, HISTORICAL, ARCHAELOGICAL, NUMISMATIC OR OTHER INTEREST",261131742.00,
FAS Value,9706,ANTIQUES OF AN AGE EXCEEDING ONE HUNDRED YEARS,600329092.00,
FAS Value,9801,"EXPORTS OF ARTICLES IMPORTED FOR REPAIRS ETC.; IMPORTS OF ARTICLES EXPORTED AND RETURNED, UNADVANCED; IMPORTS OF ANIMALS EXPORTED AND RETURNED",8411324751.00,
FAS Value,9802,"EXPORTS OF ARTICLES DONATED FOR RELIEF OR CHARITY, NESOI; IMPORTS OF ARTICLES EXPORTED AND RETURNED, ADVANCED OR IMPROVED ABROAD,EXCEPT UNDER WARRANTY",847264312.00,
FAS Value,9803,EXPORTS OF MILITARY WEARING APPAREL; EXPORTS OF MILITARY EQUIPMENT NOT IDENTIFIED BY KIND,1721940783.00,
FAS Value,9870,ITEMS IMPORTED FROM CANADA AND RETURNED TO CANADA; EXHIBITS FOR CANADIAN PUBLIC MUSEUMS AND INSTITUTIONS; AND ITEMS FOR THE CANADIAN GOVERNOR GENERAL,97816220.00,
FAS Value,9880,LOW VALUE EXPORT SHIPMENTS; CANADIAN ESTIMATED LATE RECEIPTS,68152127851.00,
,,,,
