"","Data.Type","HTS.Number","Description","X2024","parent"
"1162","FAS Value",9102,"WATCHES, WRIST, POCKET AND OTHER, INCLUDING STOP WATCHES, WITH CASE NEITHER OF PRECIOUS METAL NOR OF METAL CLAD WITH PRECIOUS METAL",734090338,91
"1163","FAS Value",9103,"CLOCKS WITH WATCH MOVEMENTS, EXCLUDING INSTRUMENT PANEL AND SIMILAR CLOCKS FOR VEHICLES, AIRCRAFT, SPACECRAFT OR VESSELS",2279632,91
"1164","FAS Value",9104,"INSTRUMENT PANEL CLOCKS AND CLOCKS OF A SIMILAR TYPE FOR VEHICLES, AIRCRAFT, SPACECRAFT OR VESSELS",5165327,91
"1165","FAS Value",9105,"CLOCKS, ALARM, WALL AND OTHER WITH CLOCK MOVEMENTS (OTHER THAN INSTRUMENT PANEL OR SIMILAR CLOCKS FOR VEHICLES ETC.)",16844467,91
"1166","FAS Value",9106,"TIME OF DAY RECORDING APPARATUS AND APPARATUS FOR MEASURING, RECORDING OR INDICATING INTERVALS OF TIME, WITH CLOCK ETC. MOVEMENT OR SYNCHRONOUS MOTOR",23138886,91
"1167","FAS Value",9107,"TIME SWITCHES WITH CLOCK OR WATCH MOVEMENT OR WITH SYNCHRONOUS MOTOR",18464286,91
"1168","FAS Value",9108,"WATCH MOVEMENTS, COMPLETE AND ASSEMBLED",17520512,91
"1169","FAS Value",9109,"CLOCK MOVEMENTS, COMPLETE AND ASSEMBLED",1098389,91
"1170","FAS Value",9110,"COMPLETE WATCH OR CLOCK MOVEMENTS, UNASSEMBLED OR PARTLY ASSEMBLED; INCOMPLETE WATCH OR CLOCK MOVEMENTS, ASSEMBLED; ROUGH WATCH OR CLOCK MOVEMENTS",7101069,91
"1171","FAS Value",9111,"WATCH CASES AND PARTS THEREOF",3647622,91
"1172","FAS Value",9112,"CLOCK CASES AND CASES OF A SIMILAR TYPE FOR OTHER GOODS (TIMING DEVICES) OF THIS CHAPTER, AND PARTS THEREOF",294693,91
"1173","FAS Value",9113,"WATCH STRAPS, WATCH BANDS AND WATCH BRACELETS, AND PARTS THEREOF",21877680,91
"1174","FAS Value",9114,"CLOCK OR WATCH PARTS, NESOI",12099319,91
"1175","FAS Value",9201,"PIANOS, HARPSICHORDS AND OTHER KEYBOARD STRINGED INSTRUMENTS",26122998,92
"1176","FAS Value",9202,"STRING MUSICAL INSTRUMENTS, NESOI, INCLUDING GUITARS, VIOLINS AND HARPS",162403152,92
"1177","FAS Value",9205,"WIND MUSICAL INSTRUMENTS, NESOI, INCLUDING CLARINETS, TRUMPETS AND BAGPIPES",38485047,92
"1178","FAS Value",9206,"PERCUSSION MUSICAL INSTRUMENTS (FOR EXAMPLE, DRUMS, XYLOPHONES, CYMBALS, CASTANETS, MARACAS)",61676796,92
"1179","FAS Value",9207,"MUSICAL INSTRUMENTS, THE SOUND OF WHICH IS PRODUCED, OR MUST BE AMPLIFIED, ELECTRICALLY (INCLUDING ORGANS, GUITARS AND ACCORDIANS)",318278929,92
"1180","FAS Value",9208,"MUSICAL BOXES, FAIRGROUND ORGANS, MECHANICAL SINGING BIRDS, OTHER MUSICAL INSTRUMENTS NESOI; DECOY CALLS; WHISTLES; OTHER MOUTH-BLOWN SIGNAL DEVICES",14273113,92
"1181","FAS Value",9209,"PARTS AND ACCESSORIES OF MUSICAL INSTRUMENTS; METRONOMES, TUNING FORKS AND PITCH PIPES",239472170,92
"1182","FAS Value",9301,"MILITARY WEAPONS, OTHER THAN REVOLVERS, PISTOLS, AND THE ARMS OF HEADING 9307",589591023,93
"1183","FAS Value",9302,"REVOLVERS AND PISTOLS, DESIGNED TO FIRE LIVE AMMUNITION",146787689,93
"1184","FAS Value",9303,"SPORTING SHOTGUNS AND RIFLES, MUZZLE LOADING FIREARMS, VERY PISTOLS AND SIMILAR DEVICES, PISTOLS AND REVOLVERS FIRING BLANK AMMUNITION, ETC.",171341009,93
"1185","FAS Value",9304,"ARMS NESOI (INCLUDING SPRING, AIR OR GAS GUNS AND PISTOLS, BUT EXCLUDING SWORDS, BAYONETS AND SIMILAR ARMS)",88571766,93
"1186","FAS Value",9305,"PARTS AND ACCESSORIES OF ARMS (MILITARY WEAPONS, PISTOLS, REVOLVERS, SHOTGUNS, RIFLES ETC.) OF HEADINGS 9301 TO 9304",629495626,93
"1187","FAS Value",9306,"BOMBS, GRENADES, TORPEDOES AND SIMILAR MUNITIONS OF WAR AND PARTS THEREOF; CARTRIDGES AND OTHER AMMUNITION AND PROJECTILES AND PARTS THEREOF",4718845643,93
"1188","FAS Value",9307,"SWORDS, CUTLASSES, BAYONETS, LANCES AND SIMILAR ARMS AND PARTS THEREOF AND SCABBARDS AND SHEATHS THEREFOR",5444163,93
"1189","FAS Value",9401,"SEATS (OTHER THAN BARBER, DENTAL AND SIMILAR CHAIRS), WHETHER OR NOT CONVERTIBLE INTO BEDS, AND PARTS THEREOF",3627930601,94
"1190","FAS Value",9402,"MEDICAL, SURGICAL, DENTAL OR VETERINARY FURNITURE; BARBERS' AND SIMILAR CHAIRS HAVING ROTATING, RECLINING AND ELEVATING MOVEMENTS; PARTS THEREOF",719675766,94
"1191","FAS Value",9403,"FURNITURE, NESOI (OTHER THAN SEATS, MEDICAL, SURGICAL, DENTAL OR VETERINARY FURNITURE) AND PARTS THEREOF",2781550201,94
"1192","FAS Value",9404,"MATTRESS SUPPORTS; ARTICLES OF BEDDING AND SIMILAR FURNISHINGS WITH SPRINGS OR STUFFED OR INTERNALLY FITTED WITH MATERIAL OR OF RUBBER OR PLASTICS",425761801,94
"1193","FAS Value",9405,"LAMPS AND LIGHTING FITTINGS AND PARTS THEREOF NESOI; ILLUMINATED SIGNS ETC. WITH A FIXED LIGHT SOURCE AND PARTS THEREOF NESOI",1535173240,94
"1194","FAS Value",9406,"PREFABRICATED BUILDINGS",497097827,94
"1195","FAS Value",9503,"TOYS NESOI; SCALE MODELS ETC.; PUZZLES; PARTS AND ACCESSORIES THEREOF",1231456266,95
"1196","FAS Value",9504,"VIDEO GAME CONSOLES AND MACHINES, ARTICLES FOR ARCADE, TABLE OR PARLOR GAMES, INCL PINBALL MACHINES, BILLIARDS ETC; AUTO BOWLING ALLEY EQUIP; PARTS",3068308236,95
"1197","FAS Value",9505,"FESTIVE, CARNIVAL OR OTHER ENTERTAINMENT ARTICLES, INCLUDING MAGIC TRICKS AND PRACTICAL JOKE ARTICLES; PARTS AND ACCESSORIES THEREOF",160514634,95
"1198","FAS Value",9506,"ARTICLES AND EQUIPMENT FOR GENERAL PHYSICAL EXERCISE ETC. OR OUTDOOR GAMES NESOI; SWIMMING POOLS AND WADING POOLS; PARTS AND ACCESSORIES THEREOF",2078451510,95
"1199","FAS Value",9507,"FISHING RODS, LINE FISHING TACKLE; NETS (FISH LANDING, BUTTERFLY ETC.); HUNTING DECOY BIRDS ETC.; PARTS AND ACCESSORIES THEREOF",139285875,95
"1200","FAS Value",9508,"MERRY-GO-ROUNDS, BOAT-SWINGS, SHOOTING GALLERIES AND OTHER FAIRGROUND AMUSEMENTS; TRAVELING CIRCUSES, THEATERS, ETC.; PARTS AND ACCESSORIES THEREOF",277979105,95
"1201","FAS Value",9601,"WORKED IVORY, BONE, TORTOISE-SHELL, HORN, CORAL AND OTHER ANIMAL CARVING MATERIAL AND ARTICLES THEREOF (INCLUDING ARTICLES OBTAINED BY MOLDING)",3727640,96
"1202","FAS Value",9602,"WORKED VEGETABLE OR MINERAL CARVING MATERIALS ETC.; MOLDED OR CARVED ARTICLES OF WAX, STEARIN, GUM, RESIN ETC. NESOI; UNHARDENED GELATIN AND ARTICLES",72772594,96
"1203","FAS Value",9603,"BROOMS, BRUSHES, HAND-OPERATED FLOOR SWEEPERS, NOT MOTORIZED, MOPS AND FEATHER DUSTERS; PREPARED KNOTS AND TUFTS; PAINT PADS AND ROLLERS; SQUEEGEES",475420507,96
"1204","FAS Value",9604,"HAND SIEVES AND HAND RIDDLES",2946911,96
"1205","FAS Value",9605,"TRAVEL SETS FOR PERSONAL TOILET, SEWING OR SHOE OR CLOTHES CLEANING (OTHER THAN SPECIFIED MANICURE AND PEDICURE SETS)",7005022,96
"1206","FAS Value",9606,"BUTTONS, PRESS-FASTENERS, SNAP-FASTENERS AND PRESS STUDS, BUTTON MOLDS AND OTHER PARTS OF THESE ARTICLES; BUTTON BLANKS",37027805,96
"1207","FAS Value",9607,"SLIDE FASTENERS AND PARTS THEREOF",106031643,96
"1208","FAS Value",9608,"BALL POINT PENS; SOFT TIPPED PENS AND MARKERS; FOUNTAIN PENS AND OTHER PENS; DUPLICATING STYLOS; MECHANICAL PENCILS; PEN-HOLDERS ETC.; PARTS THEREOF",351455590,96
"1209","FAS Value",9609,"PENCILS (WITH ENCASED LEAD) NESOI, CRAYONS, PENCIL LEADS, PASTELS, DRAWING CHARCOALS, WRITING OR DRAWING CHALKS AND TAILORS' CHALKS",50429727,96
"1210","FAS Value",9610,"SLATES AND BOARDS, WITH WRITING OR DRAWING SURFACES, WHETHER OR NOT FRAMED",15840834,96
"1211","FAS Value",9611,"DATE, SEALING OR NUMBERING STAMPS, ETC. (INCLUDING DEVICES FOR PRINTING, ETC. LABELS) FOR HAND USE; HAND-OPERATED COMPOSING STICKS AND PRINTING SETS",10881775,96
"1212","FAS Value",9612,"TYPEWRITER OR SIMILAR RIBBONS, INKED OR OTHERWISE PREPARED FOR GIVING IMPRESSIONS; INK PADS, INKED OR NOT",85723250,96
"1213","FAS Value",9613,"CIGARETTE LIGHTERS AND OTHER LIGHTERS, WHETHER OR NOT MECHANICAL OR ELECTRICAL, AND PARTS THEREOF OTHER THAN FLINTS AND WICKS",138778244,96
"1214","FAS Value",9614,"SMOKING PIPES (INCLUDING PIPE BOWLS) AND CIGAR OR CIGARETTE HOLDERS, AND PARTS THEREOF",12121412,96
"1215","FAS Value",9615,"COMBS, HAIR-SLIDES AND THE LIKE; HAIRPINS, CURLING PINS, CURLING GRIPS, HAIR-CURLERS AND THE LIKE (EXCLUDING ELECTRICALLY OPERATED), AND PARTS THEREOF",39045725,96
"1216","FAS Value",9616,"SCENT AND SIMILAR TOILET SPRAYERS, AND MOUNTS AND HEADS THEREFOR; POWDER-PUFFS AND PADS FOR THE APPLICATION OF COSMETICS OR TOILET PREPARATIONS",43527411,96
"1217","FAS Value",9617,"VACUUM FLASKS AND OTHER VACUUM VESSELS, COMPLETE WITH CASES; PARTS THEREOF OTHER THAN GLASS INNERS",147775738,96
"1218","FAS Value",9618,"TAILORS' DUMMIES AND OTHER MANNEQUINS; AUTOMATONS AND OTHER ANIMATED DISPLAYS FOR SHOP WINDOW DRESSING",10022265,96
"1219","FAS Value",9619,"SANITARY TOWELS (PADS) AND TAMPONS, DIAPERS AND DIAPER LINERS FOR BABIES AND SIMILAR ARTICLES, OF ANY MATERIAL",852941886,96
"1220","FAS Value",9620,"MONOPODS, BIPODS, TRIPODS AND SIMILAR ARTICLES",31916102,96
"1221","FAS Value",9701,"PAINTINGS, DRAWINGS AND PASTELS, EXECUTED BY HAND AS WORKS OF ART; COLLAGES AND SIMILAR DECORATIVE PLAQUES",7587540625,97
"1222","FAS Value",9702,"ORIGINAL ENGRAVINGS, PRINTS AND LITHOGRAPHS, FRAMED OR NOT FRAMED",316835653,97
"1223","FAS Value",9703,"ORIGINAL SCULPTURES AND STATUARY, IN ANY MATERIAL",1539890302,97
"1224","FAS Value",9704,"POSTAGE OR REVENUE STAMPS, STAMP-POSTMARKS, FIRST-DAY COVERS, POSTAL STATIONARY (STAMPED) ETC., USED OR  UNUSED, OTHER THAN THOSE OF HEADING 4907",12358759,97
"1225","FAS Value",9705,"COLLECTIONS AND COLLECTORS' PIECES OF ZOOLOGICAL, BOTANICAL, MINERALOGICAL, HISTORICAL, ARCHAELOGICAL, NUMISMATIC OR OTHER INTEREST",261131742,97
"1226","FAS Value",9706,"ANTIQUES OF AN AGE EXCEEDING ONE HUNDRED YEARS",600329092,97
"1227","FAS Value",9801,"EXPORTS OF ARTICLES IMPORTED FOR REPAIRS ETC.; IMPORTS OF ARTICLES EXPORTED AND RETURNED, UNADVANCED; IMPORTS OF ANIMALS EXPORTED AND RETURNED",8411324751,98
"1228","FAS Value",9802,"EXPORTS OF ARTICLES DONATED FOR RELIEF OR CHARITY, NESOI; IMPORTS OF ARTICLES EXPORTED AND RETURNED, ADVANCED OR IMPROVED ABROAD,EXCEPT UNDER WARRANTY",847264312,98
"1229","FAS Value",9803,"EXPORTS OF MILITARY WEARING APPAREL; EXPORTS OF MILITARY EQUIPMENT NOT IDENTIFIED BY KIND",1721940783,98
"1230","FAS Value",9870,"ITEMS IMPORTED FROM CANADA AND RETURNED TO CANADA; EXHIBITS FOR CANADIAN PUBLIC MUSEUMS AND INSTITUTIONS; AND ITEMS FOR THE CANADIAN GOVERNOR GENERAL",97816220,98
"1231","FAS Value",9880,"LOW VALUE EXPORT SHIPMENTS; CANADIAN ESTIMATED LATE RECEIPTS",68152127851,98
"1232","FAS Value",1,"LIVE ANIMALS",1278110383,NA
"1233","FAS Value",2,"MEAT AND EDIBLE MEAT OFFAL",22660477494,NA
"1234","FAS Value",3,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES",4513304851,NA
"1235","FAS Value",4,"DAIRY PRODUCE; BIRDS' EGGS; NATURAL HONEY; EDIBLE PRODUCTS OF ANIMAL ORIGIN, NESOI",6762705792,NA
"1236","FAS Value",5,"PRODUCTS OF ANIMAL ORIGIN, NESOI",1282758877,NA
"1237","FAS Value",6,"LIVE TREES AND OTHER PLANTS; BULBS, ROOTS AND THE LIKE; CUT FLOWERS AND ORNAMENTAL FOLIAGE",479934979,NA
"1238","FAS Value",7,"EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS",5885920569,NA
"1239","FAS Value",8,"EDIBLE FRUIT AND NUTS; PEEL OF CITRUS FRUIT OR MELONS",16420916294,NA
"1240","FAS Value",9,"COFFEE, TEA, MATE AND SPICES",1364359189,NA
"1241","FAS Value",10,"CEREALS",24368454846,NA
"1242","FAS Value",11,"MILLING INDUSTRY PRODUCTS; MALT; STARCHES; INULIN; WHEAT GLUTEN",1241036020,NA
"1243","FAS Value",12,"OIL SEEDS AND OLEAGINOUS FRUITS; MISCELLANEOUS GRAINS, SEEDS AND FRUITS; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER",29984981166,NA
"1244","FAS Value",13,"LAC; GUMS; RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS",650207801,NA
"1245","FAS Value",14,"VEGETABLE PLAITING MATERIALS AND VEGETABLE PRODUCTS, NESOI",26909519,NA
"1246","FAS Value",15,"ANIMAL OR VEGETABLE FATS AND OILS AND THEIR CLEAVAGE PRODUCTS; PREPARED EDIBLE FATS; ANIMAL OR VEGETABLE WAXES",2707093295,NA
"1247","FAS Value",16,"EDIBLE PREPARATIONS OF MEAT, FISH, CRUSTACEANS, MOLLUSCS OR OTHER AQUATIC INVERTEBRATES",2633480083,NA
"1248","FAS Value",17,"SUGARS AND SUGAR CONFECTIONERY",3000982764,NA
"1249","FAS Value",18,"COCOA AND COCOA PREPARATIONS",3256372321,NA
"1250","FAS Value",19,"PREPARATIONS OF CEREALS, FLOUR, STARCH OR MILK; BAKERS' WARES",5159436456,NA
"1251","FAS Value",20,"PREPARATIONS OF VEGETABLES, FRUIT, NUTS, OR OTHER PARTS OF PLANTS",5838488884,NA
"1252","FAS Value",21,"MISCELLANEOUS EDIBLE PREPARATIONS",11309565574,NA
"1253","FAS Value",22,"BEVERAGES, SPIRITS AND VINEGAR",10900266072,NA
"1254","FAS Value",23,"RESIDUES AND WASTE FROM THE FOOD INDUSTRIES; PREPARED ANIMAL FEED",14431442166,NA
"1255","FAS Value",24,"TOBACCO AND MANUFACTURED TOBACCO SUBSTITUTES",1618383942,NA
"1256","FAS Value",25,"SALT; SULFUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT",3291921365,NA
"1257","FAS Value",26,"ORES, SLAG AND ASH",8408701565,NA
"1258","FAS Value",27,"MINERAL FUELS, MINERAL OILS AND PRODUCTS OF THEIR DISTILLATION; BITUMINOUS SUBSTANCES; MINERAL WAXES",320138684614,NA
"1259","FAS Value",28,"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OF RADIOACTIVE ELEMENTS OR OF ISOTOPES",14481462974,NA
"1260","FAS Value",29,"ORGANIC CHEMICALS",51878424544,NA
"1261","FAS Value",30,"PHARMACEUTICAL PRODUCTS",94386913659,NA
"1262","FAS Value",31,"FERTILIZERS",5172314462,NA
"1263","FAS Value",32,"TANNING OR DYEING EXTRACTS; TANNINS AND DERIVATIVES; DYES, PIGMENTS AND OTHER COLORING MATTER; PAINTS AND VARNISHES; PUTTY AND OTHER MASTICS; INKS",8114217861,NA
"1264","FAS Value",33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS",15355579938,NA
"1265","FAS Value",34,"SOAP ETC.; LUBRICATING PRODUCTS; WAXES, POLISHING OR SCOURING PRODUCTS; CANDLES ETC., MODELING PASTES; DENTAL WAXES AND DENTAL PLASTER PREPARATIONS",8304828407,NA
"1266","FAS Value",35,"ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES",4895957948,NA
"1267","FAS Value",36,"EXPLOSIVES; PYROTECHNIC PRODUCTS; MATCHES; PYROPHORIC ALLOYS; CERTAIN COMBUSTIBLE PREPARATIONS",1079832947,NA
"1268","FAS Value",37,"PHOTOGRAPHIC OR CINEMATOGRAPHIC GOODS",2497970012,NA
"1269","FAS Value",38,"MISCELLANEOUS CHEMICAL PRODUCTS",37254250364,NA
"1270","FAS Value",39,"PLASTICS AND ARTICLES THEREOF",80078263173,NA
"1271","FAS Value",40,"RUBBER AND ARTICLES THEREOF",14427090513,NA
"1272","FAS Value",41,"RAW HIDES AND SKINS (OTHER THAN FURSKINS) AND LEATHER",1416601512,NA
"1273","FAS Value",42,"ARTICLES OF LEATHER; SADDLERY AND HARNESS; TRAVEL GOODS, HANDBAGS AND SIMILAR CONTAINERS; ARTICLES  OF GUT (OTHER THAN SILKWORM GUT)",1561313319,NA
"1274","FAS Value",43,"FURSKINS AND ARTIFICIAL FUR; MANUFACTURES THEREOF",111786833,NA
"1275","FAS Value",44,"WOOD AND ARTICLES OF WOOD; WOOD CHARCOAL",9560442663,NA
"1276","FAS Value",45,"CORK AND ARTICLES OF CORK",26327637,NA
"1277","FAS Value",46,"MANUFACTURES OF STRAW, ESPARTO OR OTHER PLAITING MATERIALS; BASKETWARE AND WICKERWORK",20721224,NA
"1278","FAS Value",47,"PULP OF WOOD OR OTHER FIBROUS CELLULOSIC MATERIAL; RECOVERED (WASTE AND SCRAP) PAPER AND PAPERBOARD",8521994287,NA
"1279","FAS Value",48,"PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP, PAPER OR PAPERBOARD",15447312909,NA
"1280","FAS Value",49,"PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRINTED PRODUCTS; MANUSCRIPTS, TYPESCRIPTS AND PLANS",3715349383,NA
"1281","FAS Value",50,"SILK, INCLUDING YARNS AND WOVEN FABRICS THEREOF",3330759,NA
"1282","FAS Value",51,"WOOL AND FINE OR COARSE ANIMAL HAIR, INCLUDING YARNS AND WOVEN FABRICS THEREOF; HORSEHAIR YARN AND WOVEN FABRIC",62948022,NA
"1283","FAS Value",52,"COTTON, INCLUDING YARNS AND WOVEN FABRICS THEREOF",6177245495,NA
"1284","FAS Value",53,"VEGETABLE TEXTILE FIBERS NESOI; YARNS AND WOVEN FABRICS OF VEGETABLE TEXTILE FIBERS NESOI AND PAPER",19056179,NA
"1285","FAS Value",54,"MANMADE FILAMENTS, INCLUDING YARNS AND WOVEN FABRICS THEREOF",1508005624,NA
"1286","FAS Value",55,"MANMADE STAPLE FIBERS, INCLUDING YARNS AND WOVEN FABRICS THEREOF",2179689640,NA
"1287","FAS Value",56,"WADDING, FELT AND NONWOVENS; SPECIAL YARNS; TWINE, CORDAGE, ROPES AND CABLES AND ARTICLES THEREOF",2427639300,NA
"1288","FAS Value",57,"CARPETS AND OTHER TEXTILE FLOOR COVERINGS",712407027,NA
"1289","FAS Value",58,"SPECIAL WOVEN FABRICS; TUFTED TEXTILE FABRICS; LACE; TAPESTRIES; TRIMMINGS; EMBROIDERY",405815953,NA
"1290","FAS Value",59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES SUITABLE FOR INDUSTRIAL USE",1969206594,NA
"1291","FAS Value",60,"KNITTED OR CROCHETED FABRICS",654783388,NA
"1292","FAS Value",61,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CROCHETED",3311564427,NA
"1293","FAS Value",62,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, NOT KNITTED OR CROCHETED",2704575309,NA
"1294","FAS Value",63,"MADE-UP TEXTILE ARTICLES NESOI; NEEDLECRAFT SETS; WORN CLOTHING AND WORN TEXTILE ARTICLES; RAGS",2531613940,NA
"1295","FAS Value",64,"FOOTWEAR, GAITERS AND THE LIKE; PARTS OF SUCH ARTICLES",1400774552,NA
"1296","FAS Value",65,"HEADGEAR AND PARTS THEREOF",580414390,NA
"1297","FAS Value",66,"UMBRELLAS, SUN UMBRELLAS, WALKING-STICKS, SEAT-STICKS, WHIPS, RIDING-CROPS AND PARTS THEREOF",44975356,NA
"1298","FAS Value",67,"PREPARED FEATHERS AND DOWN AND ARTICLES THEREOF; ARTIFICIAL FLOWERS; ARTICLES OF HUMAN HAIR",129900241,NA
"1299","FAS Value",68,"ARTICLES OF STONE, PLASTER, CEMENT, ASBESTOS, MICA OR SIMILAR MATERIALS",4329852887,NA
"1300","FAS Value",69,"CERAMIC PRODUCTS",2235064393,NA
"1301","FAS Value",70,"GLASS AND GLASSWARE",6095055102,NA
"1302","FAS Value",71,"NATURAL OR CULTURED PEARLS, PRECIOUS OR SEMIPRECIOUS STONES, PRECIOUS METALS; PRECIOUS METAL CLAD METALS, ARTICLES THEREOF; IMITATION JEWELRY; COIN",73783455100,NA
"1303","FAS Value",72,"IRON AND STEEL",19590245015,NA
"1304","FAS Value",73,"ARTICLES OF IRON OR STEEL",23002771027,NA
"1305","FAS Value",74,"COPPER AND ARTICLES THEREOF",12220473021,NA
"1306","FAS Value",75,"NICKEL AND ARTICLES THEREOF",4361943431,NA
"1307","FAS Value",76,"ALUMINUM AND ARTICLES THEREOF",14411570822,NA
"1308","FAS Value",78,"LEAD AND ARTICLES THEREOF",281901781,NA
"1309","FAS Value",79,"ZINC AND ARTICLES THEREOF",331536187,NA
"1310","FAS Value",80,"TIN AND ARTICLES THEREOF",235135225,NA
"1311","FAS Value",81,"BASE METALS NESOI; CERMETS; ARTICLES THEREOF",3793008003,NA
"1312","FAS Value",82,"TOOLS, IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL",4787227925,NA
"1313","FAS Value",83,"MISCELLANEOUS ARTICLES OF BASE METAL",5935584577,NA
"1314","FAS Value",84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF",252426810370,NA
"1315","FAS Value",85,"ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THEREOF; SOUND RECORDERS AND REPRODUCERS, TELEVISION RECORDERS AND REPRODUCERS, PARTS AND ACCESSORIES",213920377535,NA
"1316","FAS Value",86,"RAILWAY OR TRAMWAY LOCOMOTIVES, ROLLING STOCK, TRACK FIXTURES AND FITTINGS, AND PARTS THEREOF; MECHANICAL ETC. TRAFFIC SIGNAL EQUIPMENT OF ALL KINDS",3616784365,NA
"1317","FAS Value",87,"VEHICLES, OTHER THAN RAILWAY OR TRAMWAY ROLLING STOCK, AND PARTS AND ACCESSORIES THEREOF",143765553479,NA
"1318","FAS Value",88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF",134237060573,NA
"1319","FAS Value",89,"SHIPS, BOATS AND FLOATING STRUCTURES",2572850884,NA
"1320","FAS Value",90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING, CHECKING, PRECISION, MEDICAL OR SURGICAL INSTRUMENTS AND APPARATUS; PARTS AND ACCESSORIES THEREOF",106294950884,NA
"1321","FAS Value",91,"CLOCKS AND WATCHES AND PARTS THEREOF",1741833609,NA
"1322","FAS Value",92,"MUSICAL INSTRUMENTS; PARTS AND ACCESSORIES THEREOF",860712205,NA
"1323","FAS Value",93,"ARMS AND AMMUNITION; PARTS AND ACCESSORIES THEREOF",6350076919,NA
"1324","FAS Value",94,"FURNITURE; BEDDING, CUSHIONS ETC.; LAMPS AND LIGHTING FITTINGS NESOI; ILLUMINATED SIGNS, NAMEPLATES AND THE LIKE; PREFABRICATED BUILDINGS",9587189436,NA
"1325","FAS Value",95,"TOYS, GAMES AND SPORTS EQUIPMENT; PARTS AND ACCESSORIES THEREOF",6955995626,NA
"1326","FAS Value",96,"MISCELLANEOUS MANUFACTURED ARTICLES",2495392081,NA
"1327","FAS Value",97,"WORKS OF ART, COLLECTORS' PIECES AND ANTIQUES",10318086173,NA
"1328","FAS Value",98,"SPECIAL CLASSIFICATION PROVISIONS, NESOI",79230473917,NA
